Date,Close,High,Low,Open,Volume
2015-01-16,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-19,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-20,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-21,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-22,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-23,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-26,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-27,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-28,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-29,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-01-30,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-02,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-03,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-04,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-05,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-06,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-09,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-10,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-11,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-12,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-13,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-16,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-17,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-25,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-26,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-02-27,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-02,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-03,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-04,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-05,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-06,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-09,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-10,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-11,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-12,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-13,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-16,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-17,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-18,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-19,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-20,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-23,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-24,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-25,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-26,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
2015-03-27,10.245209693908691,10.245209693908691,10.245209693908691,10.245209693908691,0
